y uniforme	x esponenziale	x Cauchy_Lorenz	x gaussiana
0.954342	3.85823	1.90475	2.22727
0.860899	2.46569	0.948156	0.917834
0.329604	0.499859	0.401384	0.0854902
0.908516	2.98949	1.19662	0.898727
0.574135	1.06704	0.567441	-1.30079
0.960374	4.03533	2.11826	-2.28659
0.947165	3.67572	1.71383	-2.32959
0.255494	0.368793	0.326787	-0.0109968
0.789686	1.94894	0.777314	1.59015
0.354015	0.546224	0.421253	-0.297143
0.947111	3.67445	1.71259	0.881748
0.0306539	0.038917	-1.55037	0.0150018
0.703477	1.51954	0.668673	-1.14659
0.624901	1.22571	0.60277	-1.09976
0.637164	1.26725	0.611945	0.597816
0.624737	1.22516	0.602649	1.39888
0.738392	1.67613	0.70592	0.733262
0.175876	0.241793	0.195637	0.00811929
0.815592	2.11325	0.825708	-1.38858
0.894945	2.81659	1.10383	1.9312
0.666819	1.37384	0.635598	-0.27429
0.21893	0.308864	0.276581	0.143495
0.865972	2.51213	0.966583	1.17163
0.847554	2.35118	0.905175	-1.04147
0.129914	0.173954	0.0574851	-0.34443
0.33886	0.517238	0.409115	0.492168
0.0663728	0.0858476	-0.425216	-0.153881
0.216472	0.304935	0.272711	0.50269
0.284509	0.418483	0.359263	-0.23049
0.0611806	0.0789152	-0.507712	-0.0115775
0.167462	0.229096	0.17558	0.465189
0.917564	3.11966	1.27492	1.33907
0.502315	0.872234	0.521454	-0.77045
0.282034	0.414166	0.356687	-0.777165
0.237409	0.338792	0.303517	-0.724511
0.192503	0.267269	0.230629	0.557629
0.145632	0.196741	0.113792	-0.553468
0.158049	0.215042	0.150859	-0.366328
0.527296	0.936608	0.537193	-0.795414
0.402423	0.64359	0.456695	-0.991742
0.355916	0.549907	0.422734	-0.698702
0.106845	0.141244	-0.0532864	-0.445017
0.679131	1.4209	0.646159	-0.877778
0.890628	2.76625	1.07898	-1.84069
0.516147	0.907467	0.530154	-0.538879
0.934118	3.39986	1.47246	2.29427
0.97939	4.8525	3.60462	1.22262
0.105086	0.138784	-0.063639	-0.340183
0.585059	1.09952	0.574754	1.26397
0.780962	1.89814	0.763251	-1.47743
0.55441	1.01044	0.554524	-0.949379
0.255422	0.368673	0.3267	0.743553
0.850905	2.37896	0.915296	1.56122
0.575337	1.07057	0.56824	0.952911
0.409769	0.659052	0.461737	-0.157644
0.175635	0.241427	0.195086	0.222034
0.814524	2.10604	0.823481	-1.43258
0.974309	4.57703	2.99262	-2.69892
0.0341993	0.0434972	-1.33433	-0.263424
0.772696	1.85183	0.750767	0.681794
0.886112	2.71567	1.05493	1.3678
0.398933	0.636311	0.454274	0.67524
0.919387	3.14761	1.29276	1.23308
0.462729	0.776565	0.496474	-0.258167
0.367176	0.571954	0.431338	-0.243661
0.691375	1.46953	0.657186	1.46976
0.790419	1.9533	0.77854	1.58459
0.33041	0.501362	0.402068	-0.879951
0.788797	1.94367	0.775836	-1.42342
0.164121	0.22409	0.167103	-0.123953
0.597463	1.13746	0.583226	-0.334739
0.393738	0.625554	0.450638	0.37208
0.0893977	0.117061	-0.173298	-0.41949
0.363836	0.565374	0.428815	-0.600798
0.387641	0.613046	0.446317	0.581969
0.3153	0.473468	0.388894	-0.825489
0.339853	0.519116	0.409929	0.899601
0.737673	1.6727	0.70508	-0.029296
0.056913	0.0732459	-0.586639	0.322652
0.172632	0.236883	0.188114	-0.0469964
0.760874	1.78846	0.734154	-1.69161
0.567585	1.04796	0.563115	-0.695341
0.675147	1.40548	0.642688	-1.41096
0.484289	0.827761	0.51012	-0.970795
0.627205	1.23341	0.60447	0.287906
0.0284023	0.0360168	-1.71549	0.235777
0.583416	1.09459	0.573646	1.14252
0.584676	1.09837	0.574495	1.03793
0.31529	0.47345	0.388885	-0.789597
0.0281933	0.0357479	-1.73215	-0.21231
0.780907	1.89782	0.763166	1.61916
0.649735	1.31133	0.621696	1.44674
0.225675	0.319705	0.286833	0.0122084
0.604638	1.15994	0.588221	0.967887
0.249702	0.359106	0.319625	-0.736137
0.197001	0.274253	0.239198	0.627831
0.598504	1.1407	0.583947	0.825133
0.0789069	0.102743	-0.270205	-0.0855889
0.809052	2.06969	0.812415	0.366263
0.71759	1.58049	0.68292	1.49639
0.340108	0.519598	0.410137	-0.809058
0.908743	2.9926	1.19839	-1.24419
0.846602	2.3434	0.902374	1.91657
0.244112	0.349827	0.31246	-0.490803
0.890758	2.76774	1.0797	1.46541
0.235205	0.335184	0.300486	0.360134
0.842407	2.30967	0.890406	-1.42135
0.117523	0.156278	0.00314065	-0.101811
0.888306	2.73999	1.06638	-1.1055
0.482738	0.824007	0.509143	-0.66372
0.982441	5.05272	4.14189	-2.82497
0.987394	5.46699	5.56755	0.0733936
0.91949	3.14922	1.2938	-2.1383
0.0500037	0.0641215	-0.742655	0.235425
0.351628	0.541613	0.41938	-0.844791
0.164073	0.224018	0.166978	0.507953
0.000357946	0.000447512	-177.334	-0.0253893
0.1191	0.158513	0.0106527	0.143962
0.202326	0.282569	0.248912	0.453006
0.837682	2.27275	0.877606	-1.76663
0.589308	1.11239	0.577634	0.868748
0.913566	3.06047	1.23834	1.9439
0.612527	1.18514	0.593803	0.848314
0.387902	0.613578	0.446503	0.920767
0.910902	3.02252	1.21576	-2.19022
0.350791	0.54	0.41872	0.811118
0.478893	0.814749	0.506718	-0.833182
0.0299519	0.0380121	-1.59919	-0.0243966
0.15569	0.211544	0.144236	0.504611
0.962167	4.09321	2.19477	-1.94069
0.233136	0.331807	0.297601	-0.615373
0.376189	0.589885	0.438031	-0.655379
0.720901	1.59524	0.68641	0.919855
0.194586	0.270499	0.234641	0.575944
0.926074	3.25586	1.36562	1.5657
0.139198	0.187363	0.0921825	0.0677857
0.0689734	0.0893343	-0.388502	0.139037
0.759594	1.78178	0.732435	0.44957
0.392074	0.622127	0.449464	-0.538584
0.16126	0.219818	0.159587	-0.448526
0.00548739	0.00687813	-11.0803	0.0545196
0.561758	1.03123	0.559298	0.137177
0.0874563	0.114399	-0.18952	-0.415547
0.226562	0.321137	0.288143	0.383865
0.215195	0.302901	0.270673	0.344041
0.915536	3.08928	1.25594	0.506327
0.889778	2.75657	1.07431	-0.891452
0.696479	1.49038	0.661955	-1.03179
0.744437	1.70536	0.713128	1.07655
0.250179	0.359901	0.320225	-0.683639
0.650782	1.31507	0.622525	0.536735
0.904772	2.93936	1.16846	-1.57578
0.780342	1.8946	0.762287	-0.431261
0.304916	0.454654	0.379359	-0.713249
0.614167	1.19044	0.594976	1.11237
0.458501	0.766767	0.493776	-1.00646
0.551837	1.00325	0.552861	-0.402846
0.931916	3.35876	1.44074	1.65336
0.940162	3.52014	1.57134	0.95992
0.111958	0.148421	-0.0249777	0.315908
0.464576	0.78087	0.49765	-0.251091
0.0522553	0.0670876	-0.687324	0.15513
0.522295	0.923452	0.534031	-0.764837
0.714911	1.56869	0.680138	1.18235
0.681518	1.43023	0.648265	0.323663
0.0503585	0.0645885	-0.73361	-0.169335
0.0375576	0.0478513	-1.16718	-0.0935489
0.882897	2.68088	1.03889	1.3954
0.273006	0.398547	0.347006	-0.0392057
0.945094	3.62767	1.66795	0.137875
0.739558	1.68172	0.707291	-0.389967
0.496349	0.857341	0.517706	1.16441
0.784791	1.92018	0.769306	-0.376168
0.0409674	0.0522878	-1.02538	-0.26759
0.885105	2.70467	1.04981	1.87634
0.906765	2.96579	1.18317	2.06616
0.60955	1.17557	0.591685	-1.37023
0.44057	0.726046	0.482219	-0.340347
0.878017	2.62985	1.01609	-1.11424
0.812152	2.09016	0.818615	0.945663
0.897085	2.84231	1.11688	-1.62464
0.789686	1.94894	0.777313	0.976848
0.219829	0.310302	0.277977	0.436953
0.160447	0.218607	0.157408	-0.291132
0.900465	2.88406	1.13861	0.2593
0.929187	3.30964	1.40413	-1.80747
0.1754	0.241071	0.194548	-0.571667
0.148595	0.201084	0.123157	0.499894
0.63001	1.24285	0.606555	0.330582
0.743087	1.69877	0.711497	0.98214
0.69232	1.47337	0.658062	0.828638
0.40647	0.652085	0.459482	-1.01649
0.474102	0.80331	0.503692	-0.817447
0.419855	0.680596	0.468551	-1.01386
0.556342	1.01588	0.555775	1.19641
0.788784	1.94359	0.775814	-1.58654
0.0454408	0.0581321	-0.871456	-0.228347
0.58432	1.0973	0.574255	-0.207469
0.0209368	0.0264489	-2.51628	0.205691
0.844626	2.3274	0.896664	0.198688
0.92345	3.21227	1.33555	1.66905
0.310253	0.464288	0.384312	0.57138
0.217438	0.306478	0.274241	-0.692331
0.99327	6.25155	9.97858	-2.89918
0.188165	0.260573	0.222028	-0.546148
0.888908	2.74675	1.0696	0.324064
0.533087	0.952016	0.540865	1.0553
0.70634	1.53167	0.671485	0.986034
0.67803	1.41662	0.645195	-1.16963
0.406585	0.652327	0.459561	-1.01996
0.837652	2.27251	0.877525	-1.20121
0.580445	1.0857	0.571649	0.0185514
0.75366	1.7513	0.724653	1.35484
0.674473	1.40289	0.642105	1.107
0.945163	3.62923	1.66942	-1.66619
0.0808529	0.105386	-0.250373	-0.308806
0.0117009	0.0147124	-4.91832	0.144191
0.856787	2.42928	0.934118	-1.91872
0.0156564	0.0197253	-3.54292	-0.0770563
0.945771	3.64317	1.68256	-1.95904
0.867571	2.52713	0.972663	0.77472
0.258442	0.373753	0.330337	-0.132445
0.732679	1.64913	0.699338	-0.265351
0.762275	1.7958	0.736052	-0.608118
0.21294	0.299314	0.267022	0.212605
0.161244	0.219794	0.159546	-0.464076
0.0356709	0.0454033	-1.25723	0.115263
0.0589248	0.0759153	-0.548024	0.27774
0.453438	0.755134	0.490534	0.869157
0.337798	0.515231	0.408241	0.786115
0.942193	3.56331	1.60915	-0.0683036
0.406579	0.652314	0.459556	-1.01066
0.144169	0.194602	0.109035	-0.278984
0.925095	3.23941	1.35415	2.18655
0.563344	1.03576	0.560334	-1.27716
0.477908	0.812389	0.506097	0.193849
0.16525	0.225778	0.170001	0.46058
0.704942	1.52573	0.670107	1.47488
0.796547	1.9904	0.78909	-1.46838
0.787593	1.93656	0.773851	-0.297847
0.916667	3.10614	1.26641	-1.90771
0.516165	0.907514	0.530165	-1.20201
0.37326	0.584029	0.435873	-0.549569
0.919182	3.14444	1.29072	-0.412573
0.361374	0.560546	0.42694	-0.376061
0.513721	0.901215	0.528626	1.19752
0.945023	3.62604	1.66643	1.78777
0.441049	0.727117	0.482531	0.274036
