y uniforme	x esponenziale	x Cauchy_Lorenz	x gaussiana
0.403486	0.646756	-0.826184	0.102983
0.394972	0.614823	-0.770984	-0.104979
0.348127	0.601232	-6.03656	-0.0547099
0.519584	1.64765	19.211	0.751372
0.541951	0.883831	0.266036	0.136413
0.425244	0.62447	-0.302805	-0.0309626
0.382574	0.603177	-0.643039	-0.133475
0.461642	1.23169	5.77098	0.188466
0.427457	0.813212	-0.930245	0.368802
0.614763	1.34866	2.12103	0.102903
0.474007	1.10671	-3.25153	0.185822
0.501524	0.952755	0.682209	-0.123164
0.30862	0.913169	14.6632	0.305091
0.487067	0.978441	0.226982	0.167922
0.518332	1.237	-26.165	0.645575
0.504907	1.06782	0.808876	0.0988827
0.634912	1.87071	9.97535	-0.418979
0.592534	1.18517	0.733368	0.118974
0.469915	0.824588	-0.339583	0.164832
0.400007	0.662416	-0.88202	-0.237756
0.500361	1.09231	3.90216	-0.525658
0.486487	0.956013	-0.498358	-0.0465379
0.578399	1.34959	4.97187	-0.423969
0.489599	0.942552	1.00389	0.331641
0.564486	1.02772	0.468076	0.0619695
0.434902	0.76324	-5.37013	-0.0272497
0.422262	0.79457	-3.42021	-0.267006
0.547693	0.940949	0.134137	0.377942
0.464506	0.776174	-8.82797	-0.560755
0.436799	0.714929	-0.44741	-0.158091
0.603198	1.34594	1.82717	-0.035039
0.439898	0.78109	-1.28819	0.126478
0.532905	0.918443	0.185596	-0.721488
0.452369	1.18087	0.427279	-0.456027
0.565376	1.11255	1.35875	0.0160883
0.506574	0.886187	0.110084	0.00872758
0.434396	0.813116	-6.7354	0.262536
0.525896	1.21335	1.33383	0.56808
0.503634	1.14948	-3.57127	-0.19798
0.547797	1.09838	-0.276269	0.3864
0.436369	0.808087	-0.00254448	0.607471
0.492545	0.97044	-2.86724	-0.253408
0.424683	0.9079	-5.10503	0.0756244
0.449233	1.03635	-9.79571	-0.533884
0.726857	2.06816	9.7768	0.467502
0.458077	0.977971	1.90339	-0.148336
0.42537	0.790496	-0.960913	0.167669
0.587957	1.46274	1.47475	0.0227964
0.494117	0.96267	0.632531	0.369068
0.440544	0.849253	-0.820545	-0.0809616
0.452072	0.87864	-0.716097	0.0594267
0.557297	1.24147	1.86898	-0.110833
0.581855	1.24005	0.465198	-0.43403
0.563044	1.19891	1.84751	-0.0250357
0.505281	0.877084	0.130492	0.0682173
0.449755	0.916868	0.924472	0.139493
0.434182	0.664015	-0.313226	0.0170495
0.586577	1.09779	-0.560587	-0.271317
0.553441	1.06304	-0.135754	0.30095
0.537074	1.09653	0.925558	-0.179373
0.44435	0.90538	-1.75467	0.110853
0.472086	0.880407	0.0719515	-0.0880449
0.620099	1.24481	0.860315	-0.432602
0.486509	0.918943	-1.19702	-0.433304
0.621334	1.36486	0.286582	0.228969
0.660729	1.28102	0.909374	-0.325907
0.408438	0.610834	-0.449228	-0.350572
0.452373	0.728922	-0.823516	-0.295163
0.488328	0.814728	0.0907915	0.387323
0.661452	1.30114	1.14379	-0.0521234
0.327246	0.402449	-0.646542	0.131126
0.581901	1.21026	1.31797	-0.543042
0.527206	1.02266	0.534931	0.0914419
0.634926	1.31286	2.54917	-0.459906
0.582391	1.13959	0.511302	-0.170187
0.574522	1.13331	0.545233	0.570112
0.383025	0.563303	-4.77348	0.0656116
0.562908	1.05229	0.536589	-0.227346
0.597857	1.15775	0.846772	0.259851
0.533579	0.906351	0.240162	0.0826912
0.442615	0.640918	-0.428328	-0.0123328
0.492086	0.900966	0.193461	0.896125
0.530416	1.01577	0.464945	0.0350557
0.649567	1.545	2.97292	-0.320375
0.601338	1.27583	1.302	-0.249856
0.341484	0.452737	-7.55974	0.0224636
0.541982	0.972159	0.114522	-0.305771
0.453955	0.827003	-0.662217	0.157162
0.532063	1.05884	-1.25108	-0.05216
0.462461	0.769881	-0.302908	0.17083
0.493722	0.891622	-4.7913	0.0306048
0.582654	1.15982	0.47549	-1.03186
0.570424	1.29082	1.61143	-0.431536
0.340409	0.504069	-1.02846	-0.319579
0.525984	1.1782	1.11274	-0.018446
0.588183	1.02815	0.452614	0.247501
0.530431	0.934719	0.191418	-0.443681
0.427163	0.990778	-3.34281	0.0527407
0.288098	0.47073	-2.05436	0.401705
0.439611	0.831932	-0.0107576	-0.315262
0.464484	0.97427	-0.625213	0.0196108
0.493232	0.940617	-0.394652	0.300454
0.482123	1.01843	-0.0191625	0.342827
0.249327	0.411074	-8.54291	-0.0929928
0.381859	0.708013	-6.77855	0.36458
0.48888	1.02266	0.34387	-0.0289283
0.484591	0.79267	-0.117229	0.217674
0.665704	1.22385	0.857095	0.0403187
0.539736	1.28474	1.09448	0.35518
0.503133	0.755999	-0.0418019	0.0533656
0.510324	0.962754	-1.79365	-0.386596
0.470718	0.976343	1.38019	-0.063782
0.520811	0.896186	-0.265553	0.226335
0.509779	0.864558	-15.8974	0.184615
0.482368	0.999436	-60.9164	0.136238
0.52159	1.79458	74.7689	0.2446
0.511577	0.783167	0.0422911	0.472722
0.489414	0.78425	-0.322771	0.470088
0.572133	1.44881	1.94943	0.264225
0.4755	0.915964	-0.858932	-0.394462
0.395328	0.594611	-0.935449	-0.0899915
0.616598	1.23783	1.18077	-0.143009
0.673768	1.5472	1.96444	-0.487244
0.736455	2.24402	10.7551	-0.554715
0.473932	0.953214	0.195465	0.00306998
0.60119	1.18392	1.02523	0.03973
0.576866	1.12559	0.183063	-0.044219
0.363356	0.573863	-0.91951	0.252329
0.632474	1.75077	4.14371	-0.0138965
0.67292	1.4159	1.97861	0.161122
0.50154	1.01782	0.955506	0.259403
0.578335	0.971122	0.268449	-0.0442892
0.460786	0.755033	-0.384698	0.354854
0.498257	0.903917	-63.5992	0.532974
0.35994	0.664658	-6.476	-0.0741278
0.614428	1.30979	0.646813	0.412124
0.645964	1.16992	0.768309	0.373967
0.418642	0.631112	-0.332356	0.157747
0.408272	0.616993	-0.721193	-0.316546
0.341632	0.551377	-58.2814	0.315294
0.649911	1.27544	0.881337	-0.0471599
0.399149	0.672001	-2.09584	-0.322964
0.75339	1.96087	12.4021	-0.0208963
0.410427	0.658636	-1.03705	0.439513
0.48598	0.920173	-2.82192	-0.130325
0.576626	1.0905	0.838606	0.302922
0.678001	1.55709	1.9656	0.549628
0.651811	2.26363	38.1841	0.228233
0.508774	1.24724	5.28409	-0.478905
0.496391	1.22716	2.91334	-0.0948009
0.54858	1.02972	0.0376565	-0.36386
0.472921	0.777524	-3.21778	-0.125039
0.431173	0.986779	0.424356	-0.241109
0.42654	0.64109	-1.803	0.100557
0.570017	1.29918	2.31973	-0.0569703
0.487289	1.02585	1.57891	-0.0246727
0.482636	0.884426	-0.19302	-0.227341
0.538927	1.00851	0.494481	-0.0365524
0.551098	1.02845	-1.05345	-0.385426
0.418818	0.817091	-0.942762	0.18404
0.52286	0.982559	-2.43235	-0.24253
0.545884	1.34185	6.15344	0.374242
0.44485	0.704936	-11.2538	-0.272764
0.41851	0.687933	-2.77345	-0.176996
0.424839	0.619033	-0.370639	0.0124311
0.681742	1.61942	3.01481	0.137469
0.627837	1.42039	1.43583	0.0881228
0.433037	0.905596	-7.72139	0.348647
0.341402	0.743841	0.510019	0.161218
0.418209	0.614853	-1.79375	-0.188539
0.382448	0.6642	-0.778363	-0.20655
0.564203	1.18229	-8.36673	0.440955
0.369278	0.634329	-2.32838	0.344381
0.502677	1.10025	-1.43873	0.327653
0.646264	1.33375	1.25153	-0.128441
0.558359	1.5076	5.29869	0.149525
0.324767	0.572125	-2.45827	-0.363506
0.508517	0.833836	-0.919097	0.37416
0.69254	1.59772	2.43495	-0.352986
0.364839	0.667186	-5.82611	0.0364121
0.54506	1.30979	-46.0863	-0.189191
0.686419	1.43754	1.2355	-0.0787488
0.505882	0.960844	-1.5804	-0.0460842
0.602475	1.76696	43.5869	0.0405228
0.429289	0.81306	-1.67258	-0.551305
0.505851	0.9984	0.59218	0.193509
0.517185	1.20488	-2.60913	-0.241431
0.573261	1.11056	0.952557	-0.326645
0.533355	1.13622	-2.43521	0.129321
0.375687	0.669884	-0.999611	-0.0301047
0.46187	0.772144	-0.570114	0.191441
0.462215	0.67358	-0.219689	0.431626
0.632607	1.8037	14.3944	-0.0734145
0.433075	0.69017	-2.2548	0.0710558
0.525515	0.981987	-0.999089	-0.317609
0.562515	1.17994	2.1263	-0.493591
0.46643	0.906138	-8.40138	-0.135696
0.589605	1.40788	-1.8373	-0.585741
0.440917	0.840171	-0.862657	0.215408
0.464965	0.837327	-0.271439	0.0802088
0.678798	1.64221	5.33709	0.148465
0.623838	1.35605	1.04111	-0.0579841
0.40066	0.687529	-1.32475	-0.410287
0.650855	1.38035	1.13866	-0.345481
0.568872	1.49156	5.82592	0.664291
0.50926	1.228	5.15725	-0.38279
0.449245	0.673998	-2.33886	-0.126349
0.627276	1.39388	1.6005	0.00188828
0.465688	0.968872	0.0226156	0.173835
0.566726	1.22021	1.90698	0.270753
0.518858	1.12496	-1.85535	0.174628
0.543951	0.937565	0.231403	-0.069242
0.541001	1.06985	-30.7473	-0.0501039
0.43045	0.827542	-0.988374	0.298957
0.372813	0.575645	-3.22232	-0.21168
0.430654	0.724457	-1.73269	0.202048
0.474362	1.56649	202.316	0.0929338
0.616606	1.483	4.47967	0.138013
0.620762	1.63872	10.0194	-0.908734
0.594268	1.14907	-0.708894	0.394854
0.384465	0.597195	-0.954248	-0.113846
0.583614	1.28231	1.55835	0.861493
0.469712	0.996018	-17.6399	-0.384812
0.414546	1.02623	0.895096	0.338647
0.640853	1.2293	0.544149	0.201188
0.373148	0.629126	-2.81265	-0.329513
0.474924	1.43076	40.3696	-0.292464
0.477649	0.738439	-0.252689	0.601491
0.570026	1.05929	0.612548	0.366333
0.720958	1.60797	1.79088	0.577719
0.454749	0.632734	-0.182573	0.0487085
0.486504	0.801848	-0.269077	-0.158007
0.570023	1.47871	4.40561	-0.216852
0.626545	1.47012	2.76033	-0.202808
0.533474	0.971475	0.235763	-0.0540655
0.487068	0.989127	-4.85869	-0.258618
0.447536	0.994782	0.677948	0.301829
0.470764	0.789782	-0.465038	0.0175802
0.57622	1.18548	-0.247092	0.0843207
0.44954	0.717879	-0.692128	-0.261006
0.491627	0.930196	-0.456987	0.18149
0.570415	1.03498	0.164548	-0.101211
0.379983	0.740386	-2.02979	-0.117865
0.34359	0.629264	-4.26722	0.413538
0.398095	0.692677	-0.976852	-0.391999
0.358883	0.57265	-2.01435	-0.111002
0.284859	0.441928	-3.11882	-0.238664
0.546675	1.01267	-0.334417	0.297417
0.458573	0.859449	-0.778661	0.14351
0.38189	0.654793	-8.13145	0.12898
0.369516	0.673154	0.231956	0.0550652
0.524498	1.32111	12.33	0.776979
0.6284	1.38317	2.96653	-0.343097
0.397422	0.706738	-1.30307	-0.205074
0.494992	0.866135	-1.68549	-0.373942
0.522666	0.877586	0.0877807	-0.171673
0.487355	0.724147	-0.0684299	-0.14646
0.568894	1.57389	9.79829	0.407109
0.460865	0.794697	-0.0630687	0.260941
0.508626	1.01467	0.413026	0.240206
0.607281	1.40722	3.23229	-0.0711062
0.440615	0.728644	-1.42727	-0.143007
0.537864	1.52678	15.8808	-0.148226
0.402924	0.616087	-1.16046	0.00387027
0.240693	0.301462	-1.93994	0.228447
0.48461	0.91081	0.491256	-0.178376
0.440984	1.19503	6.35431	0.166155
0.538865	1.03669	0.56173	0.212001
0.544421	1.35108	4.05867	0.0882227
0.60788	1.3731	1.46208	-0.672773
0.707163	1.7101	2.56574	-0.173029
0.489622	0.765192	-0.491142	-0.220068
0.552342	1.15949	0.390097	-0.4683
0.409131	0.716757	-0.737353	0.293271
0.741594	1.98028	10.7121	0.446902
0.501868	0.820136	0.143408	0.564554
0.511274	1.20027	-2.13147	-0.375029
0.574069	1.12988	-17.7678	-0.306743
0.696721	1.56999	2.02021	0.656855
0.374987	0.54588	-0.658939	-0.35759
0.394098	0.766058	-5.26885	0.131644
0.4983	1.38047	13.8894	0.791509
0.447991	0.746182	-0.724302	-0.132251
0.624932	1.44252	1.33123	-0.375641
0.604154	1.56634	3.30126	0.422416
0.626902	1.37044	-4.43758	0.293335
0.430418	0.791332	-2.79269	-0.160894
0.571783	1.11635	0.730754	-0.244223
0.484992	0.877183	0.0630274	-0.563371
0.499741	1.18964	-14.8343	-0.0764206
0.500031	0.824502	-0.381399	0.145965
0.490078	0.875548	0.480126	-0.373383
0.449528	0.853217	-1.9875	0.306184
0.491584	0.776512	-0.154127	-0.558214
0.384257	0.606093	-0.82775	-0.552128
0.660976	1.54121	2.26745	-0.157369
0.44267	0.841314	-0.979524	-0.122421
0.536072	1.01168	0.302675	-0.0291787
0.685309	2.13063	9.31123	-0.326288
0.365309	0.713409	-0.868403	0.168205
0.551485	1.06066	0.355989	0.0959404
0.522619	1.6364	43.8127	-0.611636
0.500639	1.02255	-0.440693	0.0330416
0.556594	1.05645	0.664985	-0.476009
0.476956	0.884828	-0.202464	-0.0374908
0.555305	1.03175	-0.160644	-0.156734
0.624519	1.18545	-3.50047	0.198237
0.253061	0.337249	-1.31528	0.105955
0.581399	0.94367	0.208944	0.301293
0.562804	1.48269	10.6438	0.17099
0.594815	1.44519	7.10344	0.0591232
0.487767	1.06739	1.26203	0.14872
0.425608	0.782328	-1.09199	-0.467668
0.648443	1.1771	0.737013	-0.448341
0.349008	0.697055	-19.2649	-0.185526
0.455842	0.92129	-1.04448	0.240082
0.309775	0.485231	-1.57302	0.126709
0.569415	1.23031	3.36703	-0.107549
0.453537	0.777024	-1.45865	-0.255705
0.497959	1.16317	2.02865	-0.0277694
0.632263	1.2978	1.09477	-0.289858
0.434252	0.811637	-1.40177	-0.0937549
0.570515	1.16799	1.65478	0.0856809
0.559054	1.10207	0.538286	0.207551
0.380285	0.654731	-2.09228	-0.383245
0.607576	1.44794	3.21214	0.740105
0.425888	0.653278	-0.715501	0.0408952
0.56139	1.32673	1.36978	-0.0204591
0.566561	1.57993	19.8995	-0.897113
0.411229	0.716185	-0.279648	0.141611
0.443096	0.731083	-1.19959	-0.0691048
0.531006	0.970615	0.250651	-0.347892
0.725995	1.53301	1.6734	0.289219
0.710819	1.6484	1.81519	-0.482459
0.306301	0.405968	-1.80648	-0.24121
0.516634	0.892086	0.401497	0.110043
0.486466	0.765587	-0.245141	0.119097
0.476756	0.792013	-0.370142	0.0649355
0.417239	0.657481	-2.12603	-0.187964
0.640116	1.59992	3.03778	0.108186
0.527768	1.3986	5.1917	0.103914
0.408834	0.69962	-0.266293	0.108038
0.609768	1.08828	0.619117	0.151727
0.417421	0.737951	-3.66167	0.246201
0.642771	1.39536	1.12932	0.0598101
0.513435	1.09405	2.34746	-0.0665505
0.486163	0.735652	-0.0631485	-0.217685
0.589294	1.07226	0.831549	0.0332796
0.51487	1.00462	0.409428	-0.0783038
0.422397	0.726902	-2.76646	-0.0716892
0.539233	1.09455	-1.02976	0.0468926
0.400613	0.584541	-0.816548	0.211098
0.425784	0.668632	-0.979642	0.0642713
0.442624	0.83378	-0.617328	-0.352332
0.52431	1.05943	0.213763	0.134266
0.36752	0.640175	-3.15941	0.00564647
0.607752	1.50647	11.4128	-0.702851
0.625496	1.46951	1.57221	0.21403
0.445179	0.668955	-1.44434	0.134264
0.571374	1.02014	0.481151	0.0731476
0.354215	0.659123	-2.15989	-0.0320276
0.545143	1.03394	0.74975	-0.411134
0.418018	1.30329	-0.88799	-0.339874
0.618606	1.28081	1.3226	0.011278
0.503022	1.44264	3.61146	0.69872
0.474639	0.851738	-0.0399038	-0.254229
0.577392	1.70602	62.488	-0.0558851
0.505524	1.24486	0.582188	-0.138522
0.406238	0.687685	-2.08841	-0.0533442
0.549187	1.19983	1.17811	0.315149
0.488387	1.03005	-2.16637	-0.000661766
0.527143	0.954574	0.389903	0.128977
0.400608	0.554563	-0.83804	-0.00197316
0.505351	0.950333	0.247535	-0.259342
0.428923	0.683211	-0.689654	0.457952
0.469087	0.887547	-0.235572	-0.0862045
0.392746	0.582589	-0.933845	-0.166471
0.585406	1.24683	1.35094	0.2178
0.50633	0.929614	-0.727934	0.172676
0.421643	0.869764	0.554917	-0.286054
0.573105	1.28478	2.10022	0.0282619
0.595856	1.07624	0.00852496	-0.157369
0.672231	1.3072	1.05731	-0.150456
0.555017	1.45517	1.7154	-0.928165
0.472795	0.831098	-0.398497	-0.3184
0.409191	0.947631	2.56429	0.114189
0.599811	1.07397	0.478644	-0.248737
0.394858	0.847196	-0.476789	-0.0668649
0.377311	0.65863	-0.976416	0.377633
0.49795	0.919319	-1.4793	0.19406
0.587517	1.26185	1.44399	-0.327894
0.437118	0.707998	-1.85055	-0.0105117
0.511231	0.906035	-0.822865	0.076457
0.690136	1.8543	4.77718	-0.551329
0.553272	1.50255	39.9947	-0.276887
0.441297	0.80426	-4.85035	0.159761
0.40795	0.676361	-0.437831	0.236992
0.435062	0.920988	1.46566	0.334779
0.483242	1.07794	0.283698	0.472032
0.441152	0.826814	-0.708418	0.754392
0.578508	1.35139	1.493	-0.156063
0.468689	1.01832	0.0271798	0.27541
0.399245	0.72492	-0.29334	-0.170543
0.511922	0.814078	0.0381775	-0.224803
0.593582	1.06914	0.556376	-0.111823
0.367498	0.71239	-4.71086	0.487971
0.508837	0.760484	0.0447472	0.465998
0.433131	0.713539	-0.247495	0.133038
0.592692	1.25965	-0.746591	0.479799
0.479995	1.12944	-0.622838	0.0856309
0.302158	0.569154	-1.64048	-0.574581
0.586039	1.07352	0.0403928	-0.163901
0.534702	1.23536	1.33919	0.376984
0.524874	0.909319	-0.0565847	0.147805
0.459594	0.88025	0.670906	0.129372
0.724796	1.92935	6.87182	0.191453
0.503655	0.869407	-0.0850877	-0.194707
0.544925	0.913785	0.233498	-0.0901996
0.434316	0.660061	-1.94026	-0.106482
0.560369	1.12756	0.813922	-0.450633
0.584027	1.39446	1.74411	-0.134701
0.505742	1.01265	-0.171854	0.216017
0.573754	1.27653	1.30436	-0.0999041
0.39629	0.668731	-2.57801	-0.196648
0.61945	1.11845	0.613421	-0.0552865
0.428288	0.725325	-0.548155	0.0172944
0.544084	0.987159	0.424275	0.225561
0.555312	1.21029	1.02998	0.213286
0.468966	0.927873	-9.16182	0.0381229
0.444394	0.78526	-0.555141	-0.0332597
0.521772	1.35626	13.2108	0.100237
0.436009	0.799034	-0.681406	-0.119392
0.574882	1.24381	2.11623	-0.641268
0.664236	1.9847	43.3895	-0.126817
0.41625	0.639218	-0.440109	0.368378
0.638398	1.57999	3.161	0.20228
0.356282	0.576529	-1.43424	-0.207541
0.444864	0.854133	-1.45176	0.0652091
0.487779	0.847098	0.343381	-0.0508837
0.497648	1.22694	0.226945	-0.0112924
0.54226	0.962245	0.297575	0.454086
0.448852	1.15325	-18.5591	-0.368477
0.524572	0.95101	0.333898	0.489814
0.464922	0.936905	0.824711	-0.32926
0.558941	1.42112	3.48471	0.398625
0.382107	0.901522	0.486025	0.0213623
0.543223	1.09085	-0.0846331	-0.361509
0.474433	1.00971	-5.14471	-0.53726
0.384341	0.673919	-35.8978	-0.184751
0.599931	1.07357	0.51196	-0.272451
0.476522	0.892947	-18.0069	-0.405171
0.335768	0.798366	-1.55372	-0.212335
0.485147	0.78494	0.0217506	-0.114742
0.370372	0.651964	-3.59985	0.489912
0.412703	0.675058	-3.09426	0.0110354
0.690538	1.60082	2.8962	-0.259055
0.449458	0.733479	-0.533316	-0.255231
0.383944	0.635676	-1.81584	0.251725
0.450206	0.886505	-1.56454	0.193856
0.572425	1.24588	-0.0589077	-0.0793449
0.529566	1.42673	35.9704	0.283622
0.598765	1.24519	-0.367829	0.12278
0.431991	0.822243	-1.56838	0.101911
0.509689	1.07069	0.402756	-0.298447
0.508835	1.07548	1.97325	-0.187688
0.61019	1.26129	1.18323	-0.210023
0.623487	1.16522	0.107078	-0.149127
0.409184	0.732278	-0.842896	-0.058665
0.506735	0.961588	0.374598	-0.219877
0.633988	1.53797	2.36873	0.422865
0.598235	1.36393	2.16333	-0.135112
0.560963	1.12812	0.335909	-0.159973
0.436097	0.786409	-0.541126	0.261797
0.392136	0.706626	-1.30562	0.15934
0.495276	0.878034	-0.415141	0.011898
0.502524	1.10408	-1.8327	-0.093343
0.426659	0.771233	0.345459	0.664808
0.590282	1.14037	-1.26516	-0.267843
0.51236	0.908318	0.323919	-0.0956483
0.581762	1.24857	1.69021	0.0742465
0.528954	0.983846	0.419919	-0.496008
0.475949	1.10086	0.154836	0.0289362
0.499028	0.826831	-0.0721585	0.217132
0.45769	0.885493	0.0414924	0.366547
0.512602	0.892537	-0.0156516	0.140001
0.566541	1.1898	-3.55731	0.189881
0.513644	0.967538	-15.3016	0.0370483
0.677988	1.68298	4.11926	0.499189
0.673088	1.33441	0.872203	-0.272197
0.336206	0.578681	-1.89378	0.111502
0.608416	1.487	3.06596	-0.190711
0.472453	0.808625	-0.000321099	-0.476465
0.461056	0.967737	0.51937	-0.183185
0.650625	1.7032	3.53232	0.271904
0.606495	1.83688	7.84612	0.463491
0.501394	0.790353	0.111582	0.00531684
0.448216	0.767159	-3.93952	0.116923
0.438797	0.740201	-1.77612	0.179123
0.435194	0.825293	-1.33845	0.168311
0.498059	1.24232	6.27285	-0.0178546
0.5439	1.11784	0.651258	0.542225
0.490856	0.976726	0.575169	0.262259
0.479401	0.829379	0.147032	-0.111906
0.444131	0.69483	-0.550422	0.120028
0.576344	1.23056	0.90623	0.525309
0.371021	0.601301	-5.06011	0.0834069
0.619248	1.4439	2.25751	0.325545
0.517371	1.41822	10.0189	0.0285709
0.552752	1.09825	0.655724	0.0742012
0.534702	0.966529	-0.390269	0.055823
0.416083	0.66011	-0.285306	0.415326
0.550474	1.06209	0.357619	0.0888165
0.512211	1.17897	2.02778	-0.0729961
0.638858	1.46231	3.71359	-0.0011616
0.510837	1.07507	0.280674	-0.15838
0.440185	0.677525	-0.549435	-0.284115
0.385505	0.617457	-1.17022	-0.201994
0.434647	0.708358	-0.470354	0.391249
0.498819	0.969564	0.175399	-0.0371808
0.545749	1.13708	0.646121	-0.262484
0.375916	0.802421	0.775582	0.15106
0.431438	0.606625	-0.39627	-0.182412
0.445018	0.811106	-0.25794	-0.0281853
0.515752	0.984685	0.403578	-0.13976
0.675046	1.4263	1.33181	-0.0500212
0.421253	0.643434	-2.12787	0.642252
0.603971	1.40772	2.08832	-0.445039
0.382429	0.729162	-4.9898	0.13098
0.527739	0.97203	-0.252454	0.266029
0.45269	0.753767	-0.268668	0.241546
0.508259	0.969828	0.472501	0.209135
0.562471	1.02101	0.507198	0.0906802
0.560168	1.25689	0.232322	0.244604
0.443404	0.899673	0.277102	0.504945
0.389691	0.704997	-1.34093	0.19173
0.303435	0.55085	-9.2813	0.0720998
0.585139	1.24175	0.7255	-0.148286
0.520187	1.24802	-19.6312	-0.173749
0.597242	1.81947	202.736	-0.0473893
0.514778	0.982569	-2.38825	0.207836
0.598673	1.76519	3.88893	-0.457693
0.475741	0.851152	-0.519308	0.0270753
0.475811	0.91114	0.933065	0.133373
0.422613	0.921721	4.13405	-0.245172
0.381951	0.668632	-4.45536	-0.0518039
0.63117	1.79333	10.8531	-0.399021
0.569849	1.30003	3.09202	0.0321593
0.687222	1.59092	2.77917	-0.166008
0.622651	1.1944	0.823075	0.198899
0.493286	0.794184	0.0565838	-0.0369549
0.415934	0.85268	0.131918	-0.0149922
0.422405	0.758435	-1.18133	0.157769
0.569765	1.21839	-3.19946	-0.141108
0.395766	0.666913	-0.171178	-0.0707795
0.388342	0.59983	-1.98805	0.0239386
0.455725	1.12637	4.27534	0.504458
0.535955	0.901262	0.207828	-0.208621
0.513245	1.22494	1.00672	-0.191811
0.561695	1.06835	0.414623	0.201665
0.468702	0.835134	-0.0975344	-0.209536
0.561491	0.986237	0.166081	-0.149535
0.437388	0.832871	-0.148983	-0.473295
0.454724	0.902564	0.334086	-0.180458
0.556033	0.910799	0.162407	0.041155
0.653865	1.22724	0.809853	0.184924
0.404012	0.696343	-1.23978	-0.110035
0.719228	2.05606	28.4522	-0.787732
0.442889	0.890455	-0.10164	0.7546
0.517114	1.05711	0.323174	0.0902521
0.560328	1.1376	0.832154	0.483825
0.53829	0.886376	0.0969616	-0.190892
0.399355	0.6233	-0.868037	-0.135033
0.584933	1.27627	-15.0411	-0.233886
0.561348	1.05402	-0.0536266	-0.354441
0.297802	0.38782	-1.49017	0.203515
0.491078	0.876927	-1.13094	0.137216
0.671635	1.53527	3.95369	0.135246
0.484535	0.967198	1.29468	-0.257435
0.495369	0.856721	-0.340256	-0.593467
0.505184	0.925329	-0.782674	0.162849
0.455017	0.911462	0.01486	0.202615
0.551752	1.23088	1.35972	-0.357312
0.550659	1.15232	-2.10595	0.555452
0.490523	1.0053	-4.72894	0.434552
0.505203	1.19939	4.27189	-0.447729
0.447576	0.715344	-0.19528	0.00827013
0.281246	0.363943	-1.51133	-0.280851
0.451311	0.86456	-0.180734	-0.0458713
0.573511	1.63178	12.1458	0.382906
0.423026	0.731555	-4.24551	0.107987
0.408032	0.920559	-0.424537	-0.156062
0.533227	0.884676	-0.065697	0.391008
0.45543	0.951803	0.696713	-0.552709
0.473794	0.816761	-0.293373	0.221134
0.45428	0.756339	-0.705892	-0.387316
0.441026	0.732807	-1.13679	0.00715516
0.641747	1.33981	1.08974	0.316455
0.682014	1.38354	1.40799	0.154234
0.402354	0.76601	-0.0945607	-0.0252737
0.526737	1.16063	2.20692	-0.404928
0.471896	0.96395	1.38727	0.0706569
0.610648	1.84613	23.3109	0.282017
0.4722	0.815318	-0.659403	-0.0209076
0.487502	0.917065	-6.77284	0.00696074
0.503598	1.10064	0.178767	-0.06163
0.539543	1.28596	4.98506	0.0881708
0.685651	1.5967	2.12595	0.309241
0.512123	0.950393	0.26448	0.113723
0.61284	1.41102	1.14334	-0.0568175
